word,sentence
怒り,彼の無責任な行動に、彼女は怒りを覚えた。
粋,あの人の着こなしは、いつも粋だね。
意地,彼は意地になって最後まで諦めなかった。
依然,事故から一年経ったが、彼は依然入院している。
傷める,重い荷物を持って腰を傷めてしまった。
炒める,野菜を炒めて夕食を作った。
一帯,この地域一帯は、桜の名所として知られています。
異動,彼は来月、東京本社へ異動になる。
衣料,旅行のために必要な衣料をスーツケースに詰めた。
渦,洗濯機の中に水の渦ができた。
埋まる,箱の中にお菓子が埋まっている。
産む,うちの犬が昨日、元気な子犬を5匹産みました。
縁,この出会いを縁として、今後ともよろしくお願いします。
尾,犬が嬉しそうに尾を振っている。
負う,彼は借金を負っている。
遅れ,電車の遅れで、待ち合わせに間に合わなかった。
教え,先生の教えを守って、勉強に励みます。
驚き,彼の突然の帰国に、私は驚きを隠せなかった。
織る,母がマフラーを織ってくれた。
欠く,礼儀を欠く行為は慎むべきだ。
核,このリンゴは、**核**を取り除いてから食べよう。
格,あの俳優は格が違うね。
学歴,彼は学歴は高いが、実務経験は少ない。
駆ける,彼はゴールに向かって力強く駆けた。
賭ける,次の試合に勝つ方に1000円賭けるよ。
課題,このプロジェクトの最大の課題は、予算の制約です。
片付け,夕食後、みんなで**片付け**をした。
加味,今回の企画では、若者の意見も加味して内容を決定したいと考えています。
借り,友達に本を借りた。
狩り,週末は家族でぶどう狩りに行きます。
～観,最近、死生観について考える時間が増えた。
癌,父は癌と診断されました。
刊行,新しい小説が来月刊行される予定です。
慣行,弊社では、毎年夏に社員旅行に行くのが慣行となっています。
歓声,ゴールが決まると、スタジアムは大きな歓声に包まれた。
官僚,その計画は、官僚の抵抗にあってなかなか進まなかった。
器官,心臓は血液を全身に送る重要な器官です。
季刊,この雑誌は季刊で、年4回発行されます。
起源,この言葉の起源は古代ギリシャに遡る。
機構,この時計は複雑な機構で動いている。
築く,信頼関係を築くには時間がかかる。
規制,新しい規制によって、プラスチック製のストローが使用できなくなった。
丘陵,遠くに見える丘陵の緑が、目に優しかった。
協議,関係各所と協議の上、決定いたします。
享受,都会の喧騒を忘れ、自然の恩恵を**享受**する。
協調,チーム全体で協調して作業を進めましょう。
切り,髪を少し切りすぎた。
菌,お風呂場は湿気が多いので、**菌**が繁殖しやすい。
近視,私は近視なので、眼鏡がないと遠くのものがよく見えません。
苦,薬の苦さに顔をしかめた。
群,鳥の群れが空を飛んでいる。
刑,彼は詐欺で実刑判決を受けた。
経緯,事件の経緯を説明してください。
計器,飛行機の計器を確認する。
契機,今回の原油価格高騰は、再生可能エネルギーへの移行を加速させる契機となるだろう。
携帯,電車の中で携帯を見るのはマナー違反です。
形態,この花は、成長段階によって形態が大きく変化する。
血管,タバコは血管を収縮させる。
決行,雨天でも、予定通り決行します。
件,お問い合わせの件、承知いたしました。
減少,人口の減少が深刻だ。
公演,来月の公演、楽しみにしています。
後悔,あの時、もっと勉強しておけばよかったと後悔している。
航海,新しい船で太平洋を航海する。
拘束,彼は借金で生活を拘束されている。
荒廃,戦争によって街は荒廃した。
降伏,敵はついに降伏した。
興奮,コンサートが始まる前の会場は、興奮に包まれていた。
語句,このレポートには、難しい語句がたくさん使われている。
個々,イベントの詳細は、個々にメールでお知らせします。
故人,故人のご冥福をお祈りいたします。
小銭,自動販売機でジュースを買おうとしたら、小銭が足りなかった。
ことによると,ことによると、彼は今日遅刻するかもしれない。
コンテスト,週末の絵画コンテストに向けて、一生懸命練習している。
採集,夏休みには昆虫採集に出かけるのが楽しみだ。
作,この机は父の**作**です。
策,この問題への有効な策は、早期の対策を講じることだ。
設備,このジムは最新の設備が整っている。
絶滅,恐竜は絶滅した。
節約,電気代を**節約**するために、こまめに電気を消すようにしています。
攻める,彼はチャンスがあれば、常に**攻める**姿勢だ。
責める,失敗したからといって、彼を責めるのはかわいそうだ。
善,彼女の行動は、まさに善意の表れだった。
全,このケーキは全部食べてもいいよ。
全員,**例文：**  *   会議には**全員**参加してください。
専攻,大学では経済学を専攻していました。
全国,**全国的に梅雨入りしました。**
洗剤,この洗剤は、油汚れがよく落ちる。
先日,先日、友達と映画を観に行きました。
前者,二つの案が出たが、私は前者の方が良いと思う。
選手,彼はプロの野球選手を目指している。
全身,風邪で全身がだるい。
前進,困難を乗り越えて、私たちは前進し続けた。
センター,駅の**センター**街で待ち合わせしよう。
全体,会議の**全体**像を把握するのに時間がかかった。
選択,どのコースを選択するか迷っています。
