word,sentence,jlpt_level,original_index,optimal_index,number_of_unknown_tokens,unknown_tokens_in_sentence,tokenized_sentence_surface,reading,meaning
テレビ,昨日は家でテレビを見て過ごしました。,N5,433,3037,4,"テレビ, 見, 過ごし, まし","昨日, は, 家, で, テレビ, を, 見, て, 過ごし, まし, た, 。",テレビ,"television, TV"
相撲,今日はテレビで大相撲を見るのが楽しみだ。,N2,3596,3038,1,相撲,"今日, は, テレビ, で, 大, 相撲, を, 見る, の, が, 楽しみ, だ, 。",すもう,sumo wrestling
居間,家族みんなで居間でテレビを見るのが、週末の楽しみです。,N3,1781,3039,3,"居間, 週末, です","家族, みんな, で, 居間, で, テレビ, を, 見る, の, が, 、, 週末, の, 楽しみ, です, 。",いま,living room
滅多に,滅多にテレビを見ません。,N3,2401,3040,3,"滅多, 見, ませ","滅多, に, テレビ, を, 見, ませ, ん, 。",めったに,"rarely (with neg. verb), seldom"
図書館,**図書館で本を借りました。**,N5,454,3041,4,"図書, 館, 借り, まし","*, *, 図書, 館, で, 本, を, 借り, まし, た, 。, *, *",としょかん,library
友達,明日は友達と映画を見に行きます。,N5,463,3042,4,"友達, 見, 行き, ます","明日, は, 友達, と, 映画, を, 見, に, 行き, ます, 。",ともだち,friend
話す,友達と電話で話す。,N5,534,3043,1,話す,"友達, と, 電話, で, 話す, 。",はなす,to speak
泊まる,明日、友達の家に泊まる。,N4,1017,3044,1,泊まる,"明日, 、, 友達, の, 家, に, 泊まる, 。",とまる,to stay (over night) (v.i.)
お見舞い,入院中のお友達に、お見舞いに行ってきた。,N4,1208,3045,1,行っ,"入院, 中, の, お, 友達, に, 、, お, 見舞い, に, 行っ, て, き, た, 。",おみまい,"calling on someone who is ill, visit"
借り,友達に本を借りた。,N3,2587,3046,1,借り,"友達, に, 本, を, 借り, た, 。",かり,"borrowing, debt, loan"
乗せる,友達を車に乗せる。,N3,3048,3047,1,乗せる,"友達, を, 車, に, 乗せる, 。",のせる,"to place on (something), to take on board"
交える,冗談を交えて話す。,N1,7422,3048,1,交え,"冗談, を, 交え, て, 話す, 。",まじえる,"to mix, to converse with, to cross (swords)"
見せびらかす,新しいバッグを友達に見せびらかした。,N1,7469,3049,1,見せびらかし,"新しい, バッグ, を, 友達, に, 見せびらかし, た, 。",みせびらかす,"to show off, to flaunt"
もらう,誕生日プレゼントを友達にもらった。,N4,922,3050,2,"プレゼント, もらっ","誕生, 日, プレゼント, を, 友達, に, もらっ, た, 。",もらう,to receive
預かる,旅行中、友達に猫を預かってもらう。,N3,1685,3051,1,預かっ,"旅行, 中, 、, 友達, に, 猫, を, 預かっ, て, もらう, 。",あずかる,to keep (something) for (someone)
すれ違う,駅の改札で友達とすれ違った。,N3,1621,3052,2,"改札, すれ違っ","駅, の, 改札, で, 友達, と, すれ違っ, た, 。",すれちがう,to pass by one another
迎え,駅まで友達を迎えに行く。,N3,2377,3053,2,"まで, 迎え","駅, まで, 友達, を, 迎え, に, 行く, 。",むかえ,"meeting, person sent to pick up an arrival"
成年,彼は今年、**成年**を迎えた。,N3,3353,3054,1,成年,"彼, は, 今年, 、, *, *, 成年, *, *, を, 迎え, た, 。",せいねん,"majority, adult age"
泊める,友達がしばらく泊まることになった。,N3,2959,3055,2,"こと, なっ","友達, が, しばらく, 泊まる, こと, に, なっ, た, 。",とめる,to have someone stay (over night) (v.t.)
学級,新しい学級で友達ができるか少し不安だった。,N2,3876,3056,2,"学級, だっ","新しい, 学級, で, 友達, が, できる, か, 少し, 不安, だっ, た, 。",がっきゅう,class
合流,駅で友達と合流する予定です。,N2,4106,3057,2,"合流, です","駅, で, 友達, と, 合流, する, 予定, です, 。",ごうりゅう,"confluence, merge, join"
～弁,彼は大阪弁で話す。,N2,4814,3058,2,"大阪, 弁","彼, は, 大阪, 弁, で, 話す, 。",～べん,"speech, dialect"
冷やかす,新しい髪型にした友達を冷やかした。,N1,7827,3059,2,"髪型, 冷やかし","新しい, 髪型, に, し, た, 友達, を, 冷やかし, た, 。",ひやかす,"to banter, to make fun of, to jeer at, to cool, to refrigerate"
パーティー,明日の夜、友達の誕生日パーティーがあるんだ。,N5,511,3060,3,"夜, パーティー, ある","明日, の, 夜, 、, 友達, の, 誕生, 日, パーティー, が, ある, ん, だ, 。",パーティー,a party
招く,パーティーに友達を招く。,N3,3311,3061,1,招く,"パーティー, に, 友達, を, 招く, 。",まねく,to invite
着飾る,パーティーに着飾って出かける。,N1,6100,3062,1,着飾っ,"パーティー, に, 着飾っ, て, 出かける, 。",きかざる,to dress up
振舞う,パーティーでは大人しく振舞っていた。,N2,4782,3063,2,"大人しく, 振舞っ","パーティー, で, は, 大人しく, 振舞っ, て, い, た, 。",ふるまう,"to behave, to conduct"
盛大,パーティーは盛大に盛り上がった。,N1,6630,3064,2,"盛大, 盛り上がっ","パーティー, は, 盛大, に, 盛り上がっ, た, 。",せいだい,"grand, prosperous, magnificent"
来週,来週、友達と旅行に行きます。,N5,686,3065,3,"来週, 行き, ます","来週, 、, 友達, と, 旅行, に, 行き, ます, 。",らいしゅう,next week
待ち遠しい,来週の旅行が待ち遠しい。,N1,7429,3066,1,待ち遠しい,"来週, の, 旅行, が, 待ち遠しい, 。",まちどおしい,looking forward to
週,来週は旅行に行きます。,N3,1459,3067,2,"行き, ます","来週, は, 旅行, に, 行き, ます, 。",しゅう,week
会話,友達とカフェで会話を楽しんだ。,N4,1022,3068,3,"カフェ, 会話, 楽しん","友達, と, カフェ, で, 会話, を, 楽しん, だ, 。",かいわ,conversation
為,彼の**為**に、皆でサプライズパーティーを企画した。,N4,1115,3069,3,"為, サプライズ, 企画","彼, の, *, *, 為, *, *, に, 、, 皆, で, サプライズ, パーティー, を, 企画, し, た, 。",ため,"good, advantage, in order to"
新た,新年を迎え、**新た**な気持ちでスタートを切ろう。,N3,1709,3070,3,"新年, 新た, 切ろう","新年, を, 迎え, 、, *, *, 新た, *, *, な, 気持ち, で, スタート, を, 切ろう, 。",あらた,"new, fresh"
移動,来週、東京に移動します。,N3,1773,3071,3,"東京, 移動, ます","来週, 、, 東京, に, 移動, し, ます, 。",いどう,"migration, movement"
お喋り,カフェで友達とお喋りを楽しんだ。,N3,1874,3072,3,"カフェ, 喋り, 楽しん","カフェ, で, 友達, と, お, 喋り, を, 楽しん, だ, 。",おしゃべり,"chattering, talk"
高速,新幹線は高速で移動する。,N3,2249,3073,3,"新, 幹線, 高速","新, 幹線, は, 高速, で, 移動, する, 。",こうそく,"high speed, high gear"
見送り,駅まで友達を**見送り**に行った。,N3,2361,3074,3,"まで, 見送り, 行っ","駅, まで, 友達, を, *, *, 見送り, *, *, に, 行っ, た, 。",みおくり,seeing one off
曜日,来週の火曜日に会いましょう。,N3,2478,3075,3,"火曜, 会い, ましょう","来週, の, 火曜, 日, に, 会い, ましょう, 。",ようび,day of the week
連れ,今日は友達を連れて映画を見に行った。,N3,2870,3076,3,"連れ, 見, 行っ","今日, は, 友達, を, 連れ, て, 映画, を, 見, に, 行っ, た, 。",つれ,"companion, company"
図書,図書館で図書を借りた。,N3,2947,3077,3,"図書, 館, 図書","図書, 館, で, 図書, を, 借り, た, 。",としょ,books
～冊,図書館で本を3冊借りた。,N5,280,3078,3,"館, 3, 冊","図書, 館, で, 本, を, 3, 冊, 借り, た, 。",～さつ,counter for books
これら,これらの本は図書館から借りてきました。,N3,2298,3079,3,"館, から, まし","これ, ら, の, 本, は, 図書, 館, から, 借り, て, き, まし, た, 。",これら,these
プラン,来週の旅行のプランはもう立てましたか？,N3,3222,3080,3,"プラン, 立て, まし","来週, の, 旅行, の, プラン, は, もう, 立て, まし, た, か, ？",プラン,plan
助詞,彼は図書館で本を読んでいる。,N3,3340,3081,3,"館, 読ん, いる","彼, は, 図書, 館, で, 本, を, 読ん, で, いる, 。",じょし,"(gram) particle(s), postposition"
出張,来週、大阪に出張します。,N2,3464,3082,3,"大阪, 出張, ます","来週, 、, 大阪, に, 出張, し, ます, 。",しゅっちょう,"official tour, business trip"
関東,来月、関東に出張に行く予定です。,N2,3924,3083,2,"関東, です","来月, 、, 関東, に, 出張, に, 行く, 予定, です, 。",かんとう,"eastern half of Japan, including Tokyo"
公務,彼は**公務**で海外へ出張中です。,N2,4101,3084,2,"公務, です","彼, は, *, *, 公務, *, *, で, 海外, へ, 出張, 中, です, 。",こうむ,"official business, public business"
ゼミ,来週のゼミで発表することになった。,N2,3631,3085,3,"ゼミ, こと, なっ","来週, の, ゼミ, で, 発表, する, こと, に, なっ, た, 。",ゼミ,seminar
拡充,図書館の蔵書を拡充する。,N2,3840,3086,3,"館, 蔵書, 拡充","図書, 館, の, 蔵書, を, 拡充, する, 。",かくじゅう,expansion
貸し出し,図書館で本を貸し出ししてもらった。,N2,3855,3087,3,"館, 貸し出し, もらっ","図書, 館, で, 本, を, 貸し出し, し, て, もらっ, た, 。",かしだし,"lending, loaning"
慰める,彼女は悲しんでいる友達を慰めた。,N2,4553,3088,3,"悲しん, いる, 慰め","彼女, は, 悲しん, で, いる, 友達, を, 慰め, た, 。",なぐさめる,"to comfort, to console"
～費,出張費は会社が負担します。,N2,4676,3089,3,"費, 負担, ます","出張, 費, は, 会社, が, 負担, し, ます, 。",～ひ,cost of ~
輸送,新しい家具は来週輸送される予定です。,N2,5003,3090,3,"輸送, れる, です","新しい, 家具, は, 来週, 輸送, さ, れる, 予定, です, 。",ゆそう,"transport, transportation"
破損,輸送中に荷物が破損した。,N1,7071,3091,1,破損,"輸送, 中, に, 荷物, が, 破損, し, た, 。",はそん,damage
雑談,喫茶店で友達と雑談を楽しんだ。,N1,5377,3092,3,"喫茶, 雑談, 楽しん","喫茶, 店, で, 友達, と, 雑談, を, 楽しん, だ, 。",ざつだん,"chatting, idle talk"
インターチェンジ,次のインターチェンジで高速道路を降りましょう。,N1,5761,3093,3,"インターチェンジ, 降り, ましょう","次, の, インターチェンジ, で, 高速, 道路, を, 降り, ましょう, 。",インターチェンジ,interchange
帰京,出張から帰京しました。,N1,6106,3094,3,"から, 帰京, まし","出張, から, 帰京, し, まし, た, 。",ききょう,returning to Tokyo
衣装,彼女はパーティーのために豪華な衣装を選んだ。,N1,6456,3095,3,"ため, 衣装, 選ん","彼女, は, パーティー, の, ため, に, 豪華, な, 衣装, を, 選ん, だ, 。",いしょう,"clothing, costume, outfit"
総会,来週、会社の総会があります。,N1,6696,3096,3,"総会, あり, ます","来週, 、, 会社, の, 総会, が, あり, ます, 。",そうかい,general meeting
本館,図書館の本館で待ち合わせましょう。,N1,7391,3097,3,"館, 本館, ましょう","図書, 館, の, 本館, で, 待ち合わせ, ましょう, 。",ほんかん,main building
身の上,彼女はパーティーで自分の身の上を語り始めた。,N1,7488,3098,3,"身の上, 語り, 始め","彼女, は, パーティー, で, 自分, の, 身の上, を, 語り, 始め, た, 。",みのうえ,"one's future, one's welfare, one's personal history"
モーテル,急な出張で、駅前のモーテルに泊まることにした。,N1,7562,3099,3,"駅前, モーテル, こと","急, な, 出張, で, 、, 駅前, の, モーテル, に, 泊まる, こと, に, し, た, 。",モーテル,motel
明後日,明後日は友達と映画を見に行きます。,N5,13,3100,4,"明後日, 見, 行き, ます","明後日, は, 友達, と, 映画, を, 見, に, 行き, ます, 。",あさって,day after tomorrow
お手洗い,すみません、お手洗いをお借りできますか？,N5,115,3101,4,"すみ, ませ, でき, ます","すみ, ませ, ん, 、, お, 手洗い, を, お, 借り, でき, ます, か, ？",おてあらい,"toilet, restroom, bathroom (lit., a place to wash one's hands)"
一昨日,一昨日は友達と映画を見に行きました。,N5,120,3102,4,"一昨, 見, 行き, まし","一昨, 日, は, 友達, と, 映画, を, 見, に, 行き, まし, た, 。",おととい,the day before yesterday
火曜日,**火曜日に図書館に行きます。**,N5,176,3103,4,"火曜, 館, 行き, ます","*, *, 火曜, 日, に, 図書, 館, に, 行き, ます, 。, *, *",かようび,Tuesday
午後,午後に図書館に行きます。,N5,251,3104,4,"午後, 館, 行き, ます","午後, に, 図書, 館, に, 行き, ます, 。",ごご,"afternoon, P.M."
授業,午後の授業はいつも眠い。,N5,315,3105,1,授業,"午後, の, 授業, は, いつ, も, 眠い, 。",じゅぎょう,a class (of school)
～おわる,今日の授業はこれで**おわる**。,N4,1191,3106,1,おわる,"今日, の, 授業, は, これ, で, *, *, おわる, *, *, 。",～おわる,to finish doing ~
